id,title,category,location,hidden,start_time,end_time,cost,capacity,created_at,updated_at,organizer_id,available_places
887,Vault 81,freewalkingtours,0101000020E6100000896477BEF6F24A40106EB857CF943B40,false,2018-10-07 01:08:45.000000,2018-10-08 04:43:33.000000,96.27,77,2018-11-25 20:06:41.783038,2018-11-25 20:06:41.783038,1,77
888,Primm,meeting,0101000020E61000008FBD87733AF94A4062683979CAA33B40,false,2018-10-07 20:40:15.000000,2018-10-08 12:07:50.000000,73.85,51,2018-11-25 20:06:41.789042,2018-11-25 20:06:41.789042,1,51
889,Primm,basketball,0101000020E6100000FFF8C0CF89F04A40B62718E196783B40,false,2018-10-07 13:07:03.000000,2018-10-08 18:52:36.000000,13.36,19,2018-11-25 20:06:41.794041,2018-11-25 20:06:41.794041,1,19
890,Vault 19,volleyball,0101000020E6100000948E41D0FCED4A40C58C700985AA3B40,false,2018-10-07 09:39:09.000000,2018-10-08 18:15:48.000000,94.49,72,2018-11-25 20:06:41.801041,2018-11-25 20:06:41.801041,1,72
891,Vault 81,other,0101000020E6100000E26FCED301F54A40347FA6CE18743B40,false,2018-10-07 14:21:13.000000,2018-10-07 21:10:34.000000,32.68,36,2018-11-25 20:06:41.806039,2018-11-25 20:06:41.806039,1,36
892,Vault 11,meeting,0101000020E6100000F1BF5B9DDAEE4A406B8668CA098D3B40,false,2018-10-07 06:31:39.000000,2018-10-08 07:42:17.000000,42.64,26,2018-11-25 20:06:41.811041,2018-11-25 20:06:41.811041,1,26
893,Vault 13,volleyball,0101000020E610000042995B31F8EE4A40B6DA14C8FB9F3B40,false,2018-10-07 07:08:11.000000,2018-10-08 00:33:28.000000,41.57,80,2018-11-25 20:06:41.817039,2018-11-25 20:06:41.817039,1,80
894,Big MT,meeting,0101000020E610000045F2C03471ED4A40F06A9F31EBA63B40,false,2018-10-07 09:16:38.000000,2018-10-08 19:04:50.000000,41.99,55,2018-11-25 20:06:41.822042,2018-11-25 20:06:41.822042,1,55
895,Dog City,other,0101000020E6100000AFA87984AEF94A40FDDBFF86E0963B40,false,2018-10-07 04:01:05.000000,2018-10-08 16:00:15.000000,25.12,66,2018-11-25 20:06:41.827041,2018-11-25 20:06:41.827041,1,66
896,The Institute,volleyball,0101000020E61000002509554CC2ED4A40A478C48AAD923B40,false,2018-10-07 12:36:24.000000,2018-10-08 01:36:13.000000,32.04,36,2018-11-25 20:06:41.833042,2018-11-25 20:06:41.833042,1,36
897,New Reno,freewalkingtours,0101000020E610000083718FC61CEE4A40C3F62632149A3B40,false,2018-10-07 04:20:19.000000,2018-10-08 00:23:41.000000,40.24,13,2018-11-25 20:06:41.838039,2018-11-25 20:06:41.838039,1,13
898,Raven Rock,other,0101000020E6100000F57BAD4E7FED4A404E885D828A853B40,false,2018-10-07 12:17:38.000000,2018-10-07 22:18:27.000000,29.16,72,2018-11-25 20:06:41.843040,2018-11-25 20:06:41.843040,1,72
899,Vault 3,meeting,0101000020E6100000400B4093F7ED4A40B9FC9AFD3A743B40,false,2018-10-07 18:23:51.000000,2018-10-08 17:02:51.000000,77.41,88,2018-11-25 20:06:41.849042,2018-11-25 20:06:41.849042,1,88
900,Raven Rock,volleyball,0101000020E610000014D7D2D414F74A40C1D2AEA599743B40,false,2018-10-07 17:50:57.000000,2018-10-08 02:42:12.000000,30.38,34,2018-11-25 20:06:41.854040,2018-11-25 20:06:41.854040,1,34
901,The Commonwealth,meeting,0101000020E6100000C593E02810F54A4048E3E2341D8B3B40,false,2018-10-07 12:22:38.000000,2018-10-08 15:52:34.000000,22.45,9,2018-11-25 20:06:41.859041,2018-11-25 20:06:41.859041,1,9
902,Vault 3,volleyball,0101000020E610000096F84FAD2FF44A40C0D11AA154893B40,false,2018-10-07 07:58:25.000000,2018-10-08 17:28:56.000000,76.84,32,2018-11-25 20:06:41.867036,2018-11-25 20:06:41.867036,1,32
903,Goodsprings,meeting,0101000020E6100000EC8A219BADF94A4098FBCA0772813B40,false,2018-10-07 06:29:41.000000,2018-10-08 13:54:19.000000,22.11,70,2018-11-25 20:06:41.875037,2018-11-25 20:06:41.875037,1,70
904,Vault City,football,0101000020E610000046644B93ADF94A4015598F325A773B40,false,2018-10-07 05:25:07.000000,2018-10-08 00:43:45.000000,92.94,38,2018-11-25 20:06:41.883040,2018-11-25 20:06:41.883040,1,38
905,Vault 3,other,0101000020E610000031744FA664EF4A40BE07D362DE793B40,false,2018-10-07 19:58:29.000000,2018-10-08 08:41:19.000000,74.63,36,2018-11-25 20:06:41.889048,2018-11-25 20:06:41.889048,1,36
906,Goodsprings,football,0101000020E6100000A030F64418F94A40241BCCE0F2733B40,false,2018-10-07 18:10:22.000000,2018-10-08 17:32:04.000000,38.39,80,2018-11-25 20:06:41.898047,2018-11-25 20:06:41.898047,1,80
907,Primm,football,0101000020E61000004FBD9CDEB1F04A4071E2654647733B40,false,2018-10-07 15:13:51.000000,2018-10-08 10:05:10.000000,22.32,45,2018-11-25 20:06:41.904043,2018-11-25 20:06:41.904043,1,45
908,Vault 13,volleyball,0101000020E61000008AD48C4B41EE4A40F3AD916FF3833B40,false,2018-10-07 12:02:27.000000,2018-10-08 14:18:50.000000,30.18,78,2018-11-25 20:06:41.909040,2018-11-25 20:06:41.909040,1,78
909,Big MT,basketball,0101000020E610000098E9FC7C55ED4A4052629E02E7823B40,false,2018-10-07 17:57:05.000000,2018-10-08 19:08:59.000000,11.61,34,2018-11-25 20:06:41.917046,2018-11-25 20:06:41.917046,1,34
910,The Institute,other,0101000020E61000003268706D5DF84A404F6D2E17CB863B40,false,2018-10-07 04:17:57.000000,2018-10-08 19:50:23.000000,29.25,39,2018-11-25 20:06:41.923041,2018-11-25 20:06:41.923041,1,39
911,New Reno,freewalkingtours,0101000020E610000071E93F3105F34A4095E62FA027A93B40,false,2018-10-07 16:03:15.000000,2018-10-08 04:19:27.000000,34.58,39,2018-11-25 20:06:41.931074,2018-11-25 20:06:41.931074,1,39
913,Vault 81,other,0101000020E6100000BE6C62482AEE4A40905A67088B8E3B40,false,2018-10-07 00:23:46.000000,2018-10-08 05:44:11.000000,18.85,71,2018-11-25 20:06:41.943042,2018-11-25 20:06:41.943042,1,71
914,Sloan,freewalkingtours,0101000020E6100000A246544BF9EB4A405704BD3684733B40,false,2018-10-07 13:40:31.000000,2018-10-08 16:52:23.000000,56.97,25,2018-11-25 20:06:41.952044,2018-11-25 20:06:41.952044,1,25
915,Raven Rock,meeting,0101000020E61000001D13644B16EC4A40A67A49702F933B40,false,2018-10-07 11:11:16.000000,2018-10-08 18:33:44.000000,21.76,67,2018-11-25 20:06:41.957041,2018-11-25 20:06:41.957041,1,67
916,Vault 3,basketball,0101000020E6100000B4BBA48B3EED4A407220A04A857F3B40,false,2018-10-07 08:37:20.000000,2018-10-08 16:03:23.000000,70.96,77,2018-11-25 20:06:41.971037,2018-11-25 20:06:41.971037,1,77
917,Big town,other,0101000020E6100000FAD9B369E1F04A40EC9A7C3476893B40,false,2018-10-07 14:34:53.000000,2018-10-08 06:33:43.000000,57.67,24,2018-11-25 20:06:41.982040,2018-11-25 20:06:41.982040,1,24
918,Concord,basketball,0101000020E61000007918FC05A6EC4A40422DA49A257A3B40,false,2018-10-07 20:10:13.000000,2018-10-08 14:04:32.000000,38.15,72,2018-11-25 20:06:41.989040,2018-11-25 20:06:41.989040,1,72
919,Little Lamplight,volleyball,0101000020E610000000CFAA220AF54A4002F529E7EC9C3B40,false,2018-10-07 18:10:25.000000,2018-10-08 17:53:44.000000,81.27,95,2018-11-25 20:06:41.997042,2018-11-25 20:06:41.997042,1,95
920,New Vegas,other,0101000020E61000006078EBBE5AF74A40E9FE190B8F753B40,false,2018-10-07 11:41:08.000000,2018-10-08 14:06:44.000000,26.64,67,2018-11-25 20:06:42.003041,2018-11-25 20:06:42.003041,1,67
921,New Vegas,volleyball,0101000020E6100000A22685C05FF84A4054F787E973A93B40,false,2018-10-07 05:33:57.000000,2018-10-08 02:52:44.000000,59.85,32,2018-11-25 20:06:42.008038,2018-11-25 20:06:42.008038,1,32
922,Vault 11,other,0101000020E61000007834E4A2EDF04A40E23EFF202C823B40,false,2018-10-07 19:40:45.000000,2018-10-08 03:16:49.000000,33.09,44,2018-11-25 20:06:42.015043,2018-11-25 20:06:42.015043,1,44
923,Vault 3,football,0101000020E6100000324F67DF8DF74A40A64EC551AE823B40,false,2018-10-07 04:55:03.000000,2018-10-08 07:03:20.000000,65.52,19,2018-11-25 20:06:42.021042,2018-11-25 20:06:42.021042,1,19
924,Vault 81,volleyball,0101000020E6100000B354B6A8BEF34A40C96B04AE14903B40,false,2018-10-07 08:34:58.000000,2018-10-08 01:42:11.000000,39.61,31,2018-11-25 20:06:42.027040,2018-11-25 20:06:42.027040,1,31
925,New Vegas,other,0101000020E61000003E6A4994D5EF4A40D542B7F7F3793B40,false,2018-10-07 17:23:43.000000,2018-10-08 03:44:01.000000,76.63,27,2018-11-25 20:06:42.033041,2018-11-25 20:06:42.033041,1,27
926,Megaton,meeting,0101000020E610000024DBFB7E49F04A4044B4B944FF733B40,false,2018-10-07 15:57:44.000000,2018-10-08 11:42:34.000000,31.31,97,2018-11-25 20:06:42.039041,2018-11-25 20:06:42.039041,1,97
927,Concord,freewalkingtours,0101000020E6100000B9E82BFECFEF4A40FF90272E57993B40,false,2018-10-07 17:16:47.000000,2018-10-08 12:26:27.000000,39.66,70,2018-11-25 20:06:42.044040,2018-11-25 20:06:42.044040,1,70
928,Red Rock Canyon,freewalkingtours,0101000020E6100000A1D0DB69C6EE4A40ADD6B69BEA713B40,false,2018-10-07 05:40:15.000000,2018-10-08 18:11:13.000000,16.86,37,2018-11-25 20:06:42.051041,2018-11-25 20:06:42.051041,1,37
929,Nipton,volleyball,0101000020E6100000569B1CFC4FEF4A4084B189FE5C833B40,false,2018-10-07 18:38:34.000000,2018-10-08 14:51:33.000000,14.87,61,2018-11-25 20:06:42.056041,2018-11-25 20:06:42.056041,1,61
930,Vault 101,freewalkingtours,0101000020E6100000B25748E202F44A40E04152530C843B40,false,2018-10-07 02:00:41.000000,2018-10-08 17:52:28.000000,69.56,66,2018-11-25 20:06:42.061041,2018-11-25 20:06:42.061041,1,66
931,Vault City,other,0101000020E6100000F9B193DA51F64A408CDE3EC32FA23B40,false,2018-10-07 15:33:05.000000,2018-10-07 23:40:28.000000,17.18,29,2018-11-25 20:06:42.070035,2018-11-25 20:06:42.070035,1,29
932,Nipton,freewalkingtours,0101000020E61000003C6026F602F24A40135773BC51793B40,false,2018-10-07 04:10:06.000000,2018-10-07 21:50:26.000000,99.64,41,2018-11-25 20:06:42.077035,2018-11-25 20:06:42.077035,1,41
933,Vault 101,other,0101000020E6100000CF1A714DC5F54A406CEB16DA459A3B40,false,2018-10-07 04:27:38.000000,2018-10-07 23:40:59.000000,10.79,3,2018-11-25 20:06:42.085043,2018-11-25 20:06:42.085043,1,3
934,Vault 13,meeting,0101000020E6100000C8EACD81BDEF4A400340F3F23AA13B40,false,2018-10-07 00:20:24.000000,2018-10-08 08:28:45.000000,62.37,60,2018-11-25 20:06:42.091047,2018-11-25 20:06:42.091047,1,60
935,Dog City,other,0101000020E61000005BED92C64CF04A4088B838C0F3833B40,false,2018-10-07 19:01:42.000000,2018-10-08 19:13:42.000000,59.56,12,2018-11-25 20:06:42.100042,2018-11-25 20:06:42.100042,1,12
936,Raven Rock,meeting,0101000020E610000021B9E3D557F04A406907C363217B3B40,false,2018-10-07 13:44:05.000000,2018-10-08 05:20:23.000000,31.45,84,2018-11-25 20:06:42.106042,2018-11-25 20:06:42.106042,1,84
937,Vault 101,volleyball,0101000020E6100000537FD488A9F44A406312CF0633983B40,false,2018-10-07 09:42:19.000000,2018-10-07 22:02:03.000000,71.97,68,2018-11-25 20:06:42.113039,2018-11-25 20:06:42.113039,1,68
938,Lexington,meeting,0101000020E6100000C084B1E9D4EC4A40D4DA877576843B40,false,2018-10-07 04:03:23.000000,2018-10-07 21:15:02.000000,96.32,62,2018-11-25 20:06:42.121039,2018-11-25 20:06:42.121039,1,62
939,Capital Wasteland,freewalkingtours,0101000020E610000096265AE499EF4A40CE3C584997793B40,false,2018-10-07 02:48:56.000000,2018-10-08 16:33:22.000000,93.76,34,2018-11-25 20:06:42.127042,2018-11-25 20:06:42.127042,1,34
940,Vault 101,other,0101000020E61000003F5675E1FBEE4A4083846802BC7B3B40,false,2018-10-07 18:47:22.000000,2018-10-08 20:49:44.000000,45.84,8,2018-11-25 20:06:42.136042,2018-11-25 20:06:42.136042,1,8
941,Primm,football,0101000020E61000007748F2B871F34A40D7443BD7C39B3B40,false,2018-10-07 03:23:14.000000,2018-10-08 19:48:09.000000,36.93,22,2018-11-25 20:06:42.141041,2018-11-25 20:06:42.141041,1,22
942,The Commonwealth,other,0101000020E6100000C37DA9B45DEC4A40C5CA3E8CB0823B40,false,2018-10-07 03:42:18.000000,2018-10-08 02:22:15.000000,71.47,79,2018-11-25 20:06:42.150042,2018-11-25 20:06:42.150042,1,79
944,Anchorage,volleyball,0101000020E610000065FE679424ED4A40B24419E35AA23B40,false,2018-10-07 00:30:47.000000,2018-10-08 06:16:44.000000,56.69,99,2018-11-25 20:06:42.166041,2018-11-25 20:06:42.166041,1,99
945,The Commonwealth,freewalkingtours,0101000020E6100000C445ABA050F54A40B3A22D5AE4A13B40,false,2018-10-07 19:28:26.000000,2018-10-08 14:48:56.000000,78.57,68,2018-11-25 20:06:42.176035,2018-11-25 20:06:42.176035,1,68
946,Vault 13,volleyball,0101000020E6100000C0BAA0BC03EF4A40436BC99D457A3B40,false,2018-10-07 07:04:30.000000,2018-10-08 20:41:58.000000,72.78,48,2018-11-25 20:06:42.187042,2018-11-25 20:06:42.187042,1,48
947,Megaton,football,0101000020E61000008461A0102AEF4A40FA9A685763943B40,false,2018-10-07 07:20:34.000000,2018-10-08 03:47:26.000000,92.28,12,2018-11-25 20:06:42.193045,2018-11-25 20:06:42.193045,1,12
948,Vault 11,other,0101000020E6100000A1799FDF49EE4A405824800CE1863B40,false,2018-10-07 00:52:40.000000,2018-10-08 04:39:39.000000,11.96,91,2018-11-25 20:06:42.202043,2018-11-25 20:06:42.202043,1,91
949,Vault 19,other,0101000020E6100000877213E091EC4A4003AD371DCD7A3B40,false,2018-10-07 18:30:33.000000,2018-10-08 01:58:23.000000,55.49,10,2018-11-25 20:06:42.208043,2018-11-25 20:06:42.208043,1,10
950,Little Lamplight,meeting,0101000020E610000075686EF10AF74A40A79004EE07933B40,false,2018-10-07 16:02:24.000000,2018-10-08 15:10:37.000000,33.23,9,2018-11-25 20:06:42.216042,2018-11-25 20:06:42.216042,1,9
951,New Vegas,basketball,0101000020E610000000137DD22CF14A406259C764577C3B40,false,2018-10-07 01:30:58.000000,2018-10-08 01:43:47.000000,64.69,91,2018-11-25 20:06:42.221041,2018-11-25 20:06:42.221041,1,91
952,Nellis Air Force Base,other,0101000020E61000006BED8AFF98F64A403762F7B2D48E3B40,false,2018-10-07 06:05:48.000000,2018-10-08 11:19:51.000000,18.65,33,2018-11-25 20:06:42.226041,2018-11-25 20:06:42.226041,1,33
953,Vault 13,freewalkingtours,0101000020E61000002469B194C2F14A406ACC7B1F0C843B40,false,2018-10-07 03:44:04.000000,2018-10-08 19:17:55.000000,23.12,39,2018-11-25 20:06:42.233041,2018-11-25 20:06:42.233041,1,39
954,Big town,volleyball,0101000020E610000029EA150991ED4A4096D52F8B1C9C3B40,false,2018-10-07 05:23:33.000000,2018-10-08 04:45:39.000000,74.56,75,2018-11-25 20:06:42.238043,2018-11-25 20:06:42.238043,1,75
955,Concord,football,0101000020E610000064A69D3811F64A40494700A785773B40,false,2018-10-07 01:58:35.000000,2018-10-08 01:59:16.000000,46.15,80,2018-11-25 20:06:42.244041,2018-11-25 20:06:42.244041,1,80
956,Goodsprings,freewalkingtours,0101000020E6100000B56C744EE4EF4A40AF9AF6B9D8983B40,false,2018-10-07 12:29:50.000000,2018-10-08 08:56:45.000000,66.55,64,2018-11-25 20:06:42.250047,2018-11-25 20:06:42.250047,1,64
957,The Institute,meeting,0101000020E61000008D5CDB6D1AF04A4048DB3840E58A3B40,false,2018-10-07 15:33:41.000000,2018-10-08 09:54:53.000000,72.63,51,2018-11-25 20:06:42.255039,2018-11-25 20:06:42.255039,1,51
958,Big town,football,0101000020E6100000AD385AFD25F24A4063CDBA91AD763B40,false,2018-10-07 10:32:11.000000,2018-10-08 18:18:05.000000,69.55,36,2018-11-25 20:06:42.262043,2018-11-25 20:06:42.262043,1,36
959,Concord,meeting,0101000020E6100000E0DD8ED793F54A40C103584FF6773B40,false,2018-10-07 02:09:01.000000,2018-10-08 05:07:11.000000,73.31,59,2018-11-25 20:06:42.272035,2018-11-25 20:06:42.272035,1,59
960,New Vegas,meeting,0101000020E61000003DE737D04AEE4A402926AE1349A23B40,false,2018-10-07 19:38:44.000000,2018-10-08 17:16:10.000000,64.18,19,2018-11-25 20:06:42.282040,2018-11-25 20:06:42.282040,1,19
962,Raven Rock,meeting,0101000020E6100000A953278F79EC4A40B4D6523D42853B40,false,2018-10-07 08:52:54.000000,2018-10-08 06:10:00.000000,43.77,23,2018-11-25 20:06:42.301048,2018-11-25 20:06:42.301048,1,23
964,Big MT,other,0101000020E6100000DA55DA807DF14A4089847ACCF6A93B40,false,2018-10-07 20:11:39.000000,2018-10-08 01:33:57.000000,68.65,14,2018-11-25 20:06:42.318041,2018-11-25 20:06:42.318041,1,14
965,Vault City,freewalkingtours,0101000020E61000002246DFE70CF24A40CC0D8EE7338A3B40,false,2018-10-07 02:09:26.000000,2018-10-08 14:40:03.000000,84.42,41,2018-11-25 20:06:42.323038,2018-11-25 20:06:42.323038,1,41
967,Hoover Dam,volleyball,0101000020E610000071546D41A3F64A401DF77E2136883B40,false,2018-10-07 12:35:53.000000,2018-10-08 07:32:14.000000,34.13,56,2018-11-25 20:06:42.338041,2018-11-25 20:06:42.338041,1,56
968,New Vegas,freewalkingtours,0101000020E6100000C3CE7EBF69EF4A40B132D803CB993B40,false,2018-10-07 01:05:18.000000,2018-10-08 18:04:11.000000,74.67,34,2018-11-25 20:06:42.344043,2018-11-25 20:06:42.344043,1,34
969,Vault 15,football,0101000020E6100000AF9E0E4FD5F64A40A325153DB4793B40,false,2018-10-07 12:32:13.000000,2018-10-08 09:20:08.000000,74.93,14,2018-11-25 20:06:42.353040,2018-11-25 20:06:42.353040,1,14
970,Vault 11,basketball,0101000020E6100000CB11E0593CEC4A405CFF8CCEFD7D3B40,false,2018-10-07 18:52:33.000000,2018-10-08 17:32:55.000000,83.44,92,2018-11-25 20:06:42.360041,2018-11-25 20:06:42.360041,1,92
971,Vault 15,volleyball,0101000020E610000010C0D3117DF34A4043FF9CDD90A13B40,false,2018-10-07 10:26:00.000000,2018-10-08 01:04:50.000000,28.83,21,2018-11-25 20:06:42.370039,2018-11-25 20:06:42.370039,1,21
972,Vault 19,volleyball,0101000020E61000004D99B86911EC4A407803E3C3D07F3B40,false,2018-10-07 03:36:21.000000,2018-10-08 10:14:33.000000,95.79,81,2018-11-25 20:06:42.382040,2018-11-25 20:06:42.382040,1,81
973,Nipton,basketball,0101000020E6100000EFDEA2916BF44A40C7EA87CA4B8E3B40,false,2018-10-07 07:25:02.000000,2018-10-08 09:24:41.000000,10.51,62,2018-11-25 20:06:42.389043,2018-11-25 20:06:42.389043,1,62
974,Primm,meeting,0101000020E610000058DFEDED7DF04A40B1F947D506983B40,false,2018-10-07 00:26:24.000000,2018-10-07 23:33:56.000000,14.69,98,2018-11-25 20:06:42.399043,2018-11-25 20:06:42.399043,1,98
975,Dog City,volleyball,0101000020E6100000CEF12A3953F34A400878473F24A93B40,false,2018-10-07 10:08:59.000000,2018-10-08 18:46:38.000000,44.25,24,2018-11-25 20:06:42.405042,2018-11-25 20:06:42.405042,1,24
976,Lexington,freewalkingtours,0101000020E6100000AB00D74E9EF84A4055363B58F2813B40,false,2018-10-07 17:55:26.000000,2018-10-08 19:02:23.000000,40.87,35,2018-11-25 20:06:42.410041,2018-11-25 20:06:42.410041,1,35
977,Red Rock Canyon,football,0101000020E610000004A742C006EC4A40C6FFFB7FEF723B40,false,2018-10-07 17:41:52.000000,2018-10-08 05:04:17.000000,84.79,99,2018-11-25 20:06:42.417041,2018-11-25 20:06:42.417041,1,99
978,Nipton,basketball,0101000020E610000010617102C5EC4A401719D1FE8C7F3B40,false,2018-10-07 12:19:41.000000,2018-10-08 06:41:09.000000,61.05,78,2018-11-25 20:06:42.422039,2018-11-25 20:06:42.422039,1,78
979,Dog City,other,0101000020E61000008664B6E07DF54A407B4FD30A0FA73B40,false,2018-10-07 04:49:19.000000,2018-10-08 20:43:50.000000,97.18,52,2018-11-25 20:06:42.427038,2018-11-25 20:06:42.427038,1,52
980,Big town,freewalkingtours,0101000020E6100000DB0D35F70AF24A40D0AB4C13F0753B40,false,2018-10-07 12:47:10.000000,2018-10-08 00:09:49.000000,81.01,93,2018-11-25 20:06:42.434039,2018-11-25 20:06:42.434039,1,93
981,Nellis Air Force Base,football,0101000020E6100000C1AFA2C648F14A405901F821637B3B40,false,2018-10-07 10:09:00.000000,2018-10-08 01:13:44.000000,50.93,32,2018-11-25 20:06:42.439038,2018-11-25 20:06:42.439038,1,32
982,Nipton,meeting,0101000020E610000014CD5B9208F04A40CC9809D1BA9F3B40,false,2018-10-07 05:09:12.000000,2018-10-08 10:28:38.000000,69.32,32,2018-11-25 20:06:42.444038,2018-11-25 20:06:42.444038,1,32
983,Lexington,other,0101000020E6100000F61B4A4F04F84A40ACC0AC91679C3B40,false,2018-10-07 04:21:56.000000,2018-10-08 07:27:45.000000,83.17,27,2018-11-25 20:06:42.451041,2018-11-25 20:06:42.451041,1,27
985,Red Rock Canyon,freewalkingtours,0101000020E61000001D904CA489F34A401E65E48A7A803B40,false,2018-10-07 13:17:40.000000,2018-10-08 04:28:07.000000,54.25,48,2018-11-25 20:06:42.461041,2018-11-25 20:06:42.461041,1,48
986,Vault 22,other,0101000020E61000008064486192EF4A40BA29E9A96CA73B40,false,2018-10-07 08:02:53.000000,2018-10-08 17:06:19.000000,11.29,83,2018-11-25 20:06:42.469036,2018-11-25 20:06:42.469036,1,83
987,Vault 81,football,0101000020E61000005C00CE8B69EC4A404A6221C86BA03B40,false,2018-10-07 07:55:47.000000,2018-10-08 05:17:57.000000,74.69,82,2018-11-25 20:06:42.477041,2018-11-25 20:06:42.477041,1,82
988,Anchorage,freewalkingtours,0101000020E61000005E9188072AEE4A403559349052943B40,false,2018-10-07 09:04:30.000000,2018-10-07 21:22:41.000000,84.02,79,2018-11-25 20:06:42.485039,2018-11-25 20:06:42.485039,1,79
989,Lexington,volleyball,0101000020E610000099BFC8C64AEE4A4099A751B927743B40,false,2018-10-07 07:46:40.000000,2018-10-08 15:34:43.000000,58.56,42,2018-11-25 20:06:42.492043,2018-11-25 20:06:42.492043,1,42
991,Red Rock Canyon,freewalkingtours,0101000020E61000005D05454F91F34A40D873A25303793B40,false,2018-10-07 19:11:48.000000,2018-10-08 12:06:35.000000,39.29,18,2018-11-25 20:06:42.506042,2018-11-25 20:06:42.506042,1,18
992,The Commonwealth,basketball,0101000020E6100000401B31FCBCF84A40A5318B7B9B9D3B40,false,2018-10-07 17:07:51.000000,2018-10-08 09:36:55.000000,59.64,94,2018-11-25 20:06:42.515043,2018-11-25 20:06:42.515043,1,94
993,Cambridge,meeting,0101000020E610000043E6A96542ED4A40091F08DC4BA73B40,false,2018-10-07 17:22:33.000000,2018-10-08 15:19:26.000000,55.77,13,2018-11-25 20:06:42.521042,2018-11-25 20:06:42.521042,1,13
994,The Commonwealth,volleyball,0101000020E61000007AFB1FF7BBEC4A40E186688E73963B40,false,2018-10-07 08:51:58.000000,2018-10-08 07:59:25.000000,63.23,49,2018-11-25 20:06:42.526041,2018-11-25 20:06:42.526041,1,49
995,Vault 13,volleyball,0101000020E6100000BF934AF757F04A40BFF9325CD9763B40,false,2018-10-07 08:41:58.000000,2018-10-08 14:16:05.000000,65.64,73,2018-11-25 20:06:42.535040,2018-11-25 20:06:42.535040,1,73
997,Nipton,football,0101000020E61000008B2629225AF64A40B28D52280E7F3B40,false,2018-10-07 11:29:26.000000,2018-10-08 15:11:50.000000,29.62,68,2018-11-25 20:06:42.549042,2018-11-25 20:06:42.549042,1,68
998,Goodsprings,volleyball,0101000020E61000002C08682C1EEC4A400D3EF89BFFA23B40,false,2018-10-07 05:44:18.000000,2018-10-08 05:30:01.000000,96.45,57,2018-11-25 20:06:42.555039,2018-11-25 20:06:42.555039,1,57
1000,Raven Rock,basketball,0101000020E610000044E6331122F94A40E55706F7BC953B40,false,2018-10-07 04:56:26.000000,2018-10-08 04:40:15.000000,26.89,65,2018-11-25 20:06:42.571035,2018-11-25 20:06:42.571035,1,65
1001,Vault 11,basketball,0101000020E6100000DD6D22F81CF74A40981DEF247F853B40,false,2018-10-07 10:26:46.000000,2018-10-08 01:50:01.000000,21.29,38,2018-11-25 20:06:42.583039,2018-11-25 20:06:42.583039,1,38
1002,Concord,other,0101000020E61000001A61B3B277EE4A4042705779E9873B40,false,2018-10-07 20:38:41.000000,2018-10-07 22:47:05.000000,95.11,93,2018-11-25 20:06:42.591056,2018-11-25 20:06:42.591056,1,93
1003,Vault 3,volleyball,0101000020E6100000A8FD3F7351ED4A40A9D864198C763B40,false,2018-10-07 19:46:48.000000,2018-10-08 19:47:39.000000,25.63,98,2018-11-25 20:06:42.600037,2018-11-25 20:06:42.600037,1,98
1004,Big town,freewalkingtours,0101000020E610000081C7CD0BA8F64A40BAAF9EAF489F3B40,false,2018-10-07 09:35:08.000000,2018-10-08 17:41:16.000000,59.79,13,2018-11-25 20:06:42.605040,2018-11-25 20:06:42.605040,1,13
1005,Lexington,basketball,0101000020E6100000449CA16B4DF74A403B1BE01F76773B40,false,2018-10-07 19:46:24.000000,2018-10-08 15:35:53.000000,24.52,68,2018-11-25 20:06:42.610041,2018-11-25 20:06:42.610041,1,68
1006,Capital Wasteland,football,0101000020E6100000E6BCF90460F84A40112A24F22E803B40,false,2018-10-07 12:56:40.000000,2018-10-08 18:47:46.000000,96.41,81,2018-11-25 20:06:42.616041,2018-11-25 20:06:42.616041,1,81
1007,Primm,meeting,0101000020E61000004DFB6E022BF94A401F8B24CB799C3B40,false,2018-10-07 17:21:13.000000,2018-10-08 08:59:06.000000,25.03,24,2018-11-25 20:06:42.621042,2018-11-25 20:06:42.621042,1,24
1008,Diamond City,volleyball,0101000020E6100000271FD3B26AEE4A40DE493AA523A63B40,false,2018-10-07 11:01:11.000000,2018-10-08 13:31:44.000000,17.46,99,2018-11-25 20:06:42.626041,2018-11-25 20:06:42.626041,1,99
1009,Raven Rock,basketball,0101000020E6100000A0AC5380D1F14A409E2CC16D55A73B40,false,2018-10-07 01:19:40.000000,2018-10-08 16:11:18.000000,53.43,55,2018-11-25 20:06:42.631041,2018-11-25 20:06:42.631041,1,55
1010,The Commonwealth,other,0101000020E6100000B2EB80BFCFEF4A40136D703B40773B40,false,2018-10-07 11:10:22.000000,2018-10-08 06:25:15.000000,71.17,89,2018-11-25 20:06:42.636041,2018-11-25 20:06:42.636041,1,89
1011,Sloan,freewalkingtours,0101000020E61000005FF19E0E8EF74A4089D02E9021903B40,false,2018-10-07 07:41:55.000000,2018-10-08 01:31:44.000000,75.36,27,2018-11-25 20:06:42.640041,2018-11-25 20:06:42.640041,1,27
1012,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,41,2018-12-07 21:43:05.260508,2018-12-07 21:43:05.260508,1,41
